row_1,row_2,similarity,text_1,text_2
45,124,1.0000000000000002,city hospital Bangalore,city hospital Bangalore
298,23,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
153,184,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
119,81,100.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
233,279,1.0,sunrise clinic Pune,sunrise clinic Pune
172,37,100.0,fortis hospital Mumbai,Fortis Hospital Mumbai
108,143,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
32,112,1.0,AIIMS Mumbai,aiims Mumbai
122,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
228,256,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
78,166,1.0,Fortis Hospital Pune,fortis hospital Pune
34,116,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
154,216,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
192,208,100.0,Apollo Hosp Pune,Apollo Hospital Pune
244,295,1.0,Apollo Hospital Pune,apollo hospital Pune
239,44,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
219,23,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
224,18,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
41,240,1.0,AIIMS Mumbai,aiims Mumbai
159,274,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
99,73,100.0,sunrise clinic Pune,sunrise clinic Pune
61,215,1.0,fortis hospital Delhi,fortis hospital Delhi
83,140,1.0,Fortis Hosp Pune,Fortis Hosp Pune
210,80,100.0,Apollo Hosp Pune,apollo hospital Pune
72,259,1.0,aiims Delhi,AIIMS Delhi
2,111,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
53,163,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
119,23,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
126,22,100.0,city hospital Pune,city hospital Pune
208,192,100.0,Apollo Hospital Pune,Apollo Hosp Pune
43,150,1.0000000000000002,City Hospital Pune,City Hosp Pune
209,289,1.0,fortis hospital Delhi,Fortis Hospital Delhi
280,44,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
8,122,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
18,169,100.0,sunrise clinic Delhi,sunrise clinic Delhi
206,89,100.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
141,27,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
126,234,1.0000000000000002,city hospital Pune,City Hosp Pune
227,295,1.0,apollo hospital Pune,apollo hospital Pune
8,201,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
118,111,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
192,210,1.0,Apollo Hosp Pune,Apollo Hosp Pune
100,56,100.0,aiims Pune,AIIMS Pune
221,19,100.0,AIIMS Pune,AIIMS Pune
56,59,1.0,AIIMS Pune,AIIMS Pune
104,182,1.0,sunrise clinic Pune,Sunrise Clinic Pune
160,11,100.0,City Hosp Delhi,City Hospital Delhi
7,248,1.0,apollo hospital Mumbai,apollo hospital Mumbai
79,100,1.0,AIIMS Pune,aiims Pune
168,270,1.0,Fortis Hospital Pune,Fortis Hospital Pune
88,171,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
259,62,100.0,AIIMS Delhi,AIIMS Delhi
19,296,1.0,AIIMS Pune,AIIMS Pune
53,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
143,123,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
220,251,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
291,6,100.0,Fortis Hospital Pune,fortis hospital Pune
150,22,100.0,City Hosp Pune,city hospital Pune
210,295,1.0,Apollo Hosp Pune,apollo hospital Pune
213,68,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
37,255,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
136,268,1.0,fortis hospital Bangalore,fortis hospital Bangalore
24,270,1.0,Fortis Hosp Pune,Fortis Hospital Pune
170,187,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
28,78,1.0,Fortis Hospital Pune,Fortis Hospital Pune
79,130,1.0,AIIMS Pune,aiims Pune
205,32,100.0,AIIMS Mumbai,AIIMS Mumbai
150,234,1.0000000000000002,City Hosp Pune,City Hosp Pune
99,239,1.0,sunrise clinic Pune,Sunrise Clinic Pune
14,140,1.0,Fortis Hospital Pune,Fortis Hosp Pune
42,229,1.0,fortis hospital Delhi,fortis hospital Delhi
52,232,1.0,aiims Bangalore,aiims Bangalore
74,157,1.0,AIIMS Bangalore,AIIMS Bangalore
70,103,1.0,aiims Delhi,AIIMS Delhi
128,154,1.0,Apollo Hospital Delhi,Apollo Hospital Delhi
28,291,1.0,Fortis Hospital Pune,Fortis Hospital Pune
285,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
180,29,100.0,AIIMS Mumbai,AIIMS Mumbai
87,212,1.0,City Hospital Mumbai,city hospital Mumbai
90,275,1.0,aiims Pune,AIIMS Pune
156,135,100.0,city hospital Delhi,City Hospital Delhi
157,232,1.0,AIIMS Bangalore,aiims Bangalore
2,247,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
173,81,100.0,sunrise clinic Bangalore,sunrise clinic Bangalore
198,35,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
76,203,1.0,sunrise clinic Pune,Sunrise Clinic Pune
0,97,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
175,218,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
126,245,1.0000000000000002,city hospital Pune,City Hosp Pune
210,276,1.0,Apollo Hosp Pune,Apollo Hosp Pune
68,167,1.0,Fortis Hospital Delhi,fortis hospital Delhi
51,56,100.0,AIIMS Pune,AIIMS Pune
119,219,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
58,273,1.0,AIIMS Bangalore,AIIMS Bangalore
108,225,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
102,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
208,260,1.0,Apollo Hospital Pune,Apollo Hosp Pune
99,76,100.0,sunrise clinic Pune,sunrise clinic Pune
147,37,100.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
47,155,1.0,Apollo Hosp Mumbai,Apollo Hosp Mumbai
136,299,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
15,18,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
63,222,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
278,81,100.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
30,288,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
11,135,1.0000000000000002,City Hospital Delhi,City Hospital Delhi
139,135,100.0,City Hosp Delhi,City Hospital Delhi
39,171,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
109,167,1.0,Fortis Hospital Delhi,fortis hospital Delhi
275,296,1.0,AIIMS Pune,AIIMS Pune
227,192,100.0,apollo hospital Pune,Apollo Hosp Pune
76,233,1.0,sunrise clinic Pune,sunrise clinic Pune
40,51,100.0,aiims Pune,AIIMS Pune
122,34,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
163,298,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
107,8,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
82,269,1.0,apollo hospital Delhi,Apollo Hosp Delhi
29,32,100.0,AIIMS Mumbai,AIIMS Mumbai
254,284,1.0,AIIMS Pune,aiims Pune
43,105,100.0,City Hospital Pune,city hospital Pune
164,68,100.0,fortis hospital Delhi,Fortis Hospital Delhi
16,243,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
3,124,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
107,114,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
84,298,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
133,128,100.0,Apollo Hospital Delhi,Apollo Hospital Delhi
172,255,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
115,145,100.0,city hospital Mumbai,city hospital Mumbai
236,108,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
198,250,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
150,245,1.0000000000000002,City Hosp Pune,City Hosp Pune
294,16,100.0,City Hospital Bangalore,City Hospital Bangalore
47,48,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
199,48,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
20,105,1.0000000000000002,City Hospital Pune,city hospital Pune
96,212,1.0,city hospital Mumbai,city hospital Mumbai
162,187,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
200,279,1.0,Sunrise Clinic Pune,sunrise clinic Pune
26,36,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
210,192,100.0,Apollo Hosp Pune,Apollo Hosp Pune
166,257,1.0,fortis hospital Pune,Fortis Hosp Pune
64,128,1.0,Apollo Hospital Delhi,Apollo Hospital Delhi
241,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
189,236,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
31,222,1.0,apollo hospital Mumbai,apollo hospital Mumbai
2,95,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
198,201,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
6,140,1.0,fortis hospital Pune,Fortis Hosp Pune
37,258,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
12,42,1.0,Fortis Hosp Delhi,fortis hospital Delhi
187,220,1.0,apollo hospital Bangalore,Apollo Hosp Bangalore
191,290,1.0,Fortis Hospital Mumbai,fortis hospital Mumbai
135,261,1.0000000000000002,City Hospital Delhi,city hospital Delhi
45,188,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
16,3,100.0,City Hospital Bangalore,City Hospital Bangalore
223,19,100.0,AIIMS Pune,AIIMS Pune
240,49,100.0,aiims Mumbai,aiims Mumbai
4,140,1.0,Fortis Hosp Pune,Fortis Hosp Pune
118,95,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
91,190,1.0,Fortis Hosp Delhi,Fortis Hospital Delhi
30,48,1.0,apollo hospital Mumbai,apollo hospital Mumbai
204,291,1.0,Fortis Hosp Pune,Fortis Hospital Pune
105,234,1.0000000000000002,city hospital Pune,City Hosp Pune
100,40,100.0,aiims Pune,aiims Pune
8,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
2,299,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
152,71,100.0,aiims Bangalore,AIIMS Bangalore
108,236,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
180,32,100.0,AIIMS Mumbai,AIIMS Mumbai
61,229,1.0,fortis hospital Delhi,fortis hospital Delhi
65,274,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
92,4,100.0,fortis hospital Pune,Fortis Hosp Pune
107,174,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
125,73,100.0,sunrise clinic Pune,sunrise clinic Pune
170,220,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
92,148,1.0,fortis hospital Pune,fortis hospital Pune
98,259,1.0,AIIMS Delhi,AIIMS Delhi
101,288,1.0,Apollo Hosp Mumbai,Apollo Hosp Mumbai
215,68,100.0,fortis hospital Delhi,Fortis Hospital Delhi
13,4,100.0,Fortis Hosp Pune,Fortis Hosp Pune
192,80,100.0,Apollo Hosp Pune,apollo hospital Pune
80,276,1.0,apollo hospital Pune,Apollo Hosp Pune
181,255,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
35,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
67,1,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
295,60,100.0,apollo hospital Pune,apollo hospital Pune
111,195,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
142,288,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
47,158,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
102,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
18,50,100.0,sunrise clinic Delhi,sunrise clinic Delhi
209,61,100.0,fortis hospital Delhi,fortis hospital Delhi
111,2,100.0,Fortis Hosp Bangalore,fortis hospital Bangalore
42,213,1.0,fortis hospital Delhi,Fortis Hosp Delhi
11,139,100.0,City Hospital Delhi,City Hosp Delhi
92,140,1.0,fortis hospital Pune,Fortis Hosp Pune
170,250,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
119,173,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
40,54,100.0,aiims Pune,AIIMS Pune
104,197,1.0,sunrise clinic Pune,Sunrise Clinic Pune
94,107,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
228,108,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
118,136,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
77,34,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
57,190,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
13,140,1.0,Fortis Hosp Pune,Fortis Hosp Pune
42,164,1.0,fortis hospital Delhi,fortis hospital Delhi
214,36,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
1,34,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
23,159,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
28,92,1.0,Fortis Hospital Pune,fortis hospital Pune
217,143,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
173,65,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
91,57,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
194,221,1.0,aiims Pune,AIIMS Pune
196,131,100.0,sunrise clinic Delhi,Sunrise Clinic Delhi
79,194,1.0,AIIMS Pune,aiims Pune
210,260,1.0,Apollo Hosp Pune,Apollo Hosp Pune
5,239,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
51,40,100.0,AIIMS Pune,aiims Pune
290,37,100.0,fortis hospital Mumbai,Fortis Hospital Mumbai
77,35,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
125,239,1.0,sunrise clinic Pune,Sunrise Clinic Pune
122,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
53,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
153,57,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
179,52,100.0,AIIMS Bangalore,aiims Bangalore
278,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
73,125,1.0,sunrise clinic Pune,sunrise clinic Pune
76,73,100.0,sunrise clinic Pune,sunrise clinic Pune
77,170,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
160,218,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
110,239,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
148,13,100.0,fortis hospital Pune,Fortis Hosp Pune
19,79,1.0,AIIMS Pune,AIIMS Pune
102,203,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
7,101,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
73,76,1.0,sunrise clinic Pune,sunrise clinic Pune
162,220,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
213,297,1.0,Fortis Hosp Delhi,fortis hospital Delhi
137,48,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
5,76,100.0,Sunrise Clinic Pune,sunrise clinic Pune
192,276,1.0,Apollo Hosp Pune,Apollo Hosp Pune
168,257,1.0,Fortis Hospital Pune,Fortis Hosp Pune
125,76,100.0,sunrise clinic Pune,sunrise clinic Pune
111,247,1.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
12,209,1.0,Fortis Hosp Delhi,fortis hospital Delhi
181,267,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
152,25,100.0,aiims Bangalore,aiims Bangalore
70,98,1.0,aiims Delhi,AIIMS Delhi
55,147,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
296,54,100.0,AIIMS Pune,AIIMS Pune
17,133,1.0,Apollo Hosp Delhi,Apollo Hospital Delhi
271,290,1.0,fortis hospital Mumbai,fortis hospital Mumbai
192,227,1.0,Apollo Hosp Pune,apollo hospital Pune
102,233,1.0,Sunrise Clinic Pune,sunrise clinic Pune
8,34,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
24,257,1.0,Fortis Hosp Pune,Fortis Hosp Pune
162,250,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
113,164,1.0,Fortis Hospital Delhi,fortis hospital Delhi
130,194,1.0,aiims Pune,aiims Pune
190,68,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
116,122,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
38,261,1.0000000000000002,City Hosp Delhi,city hospital Delhi
71,25,100.0,AIIMS Bangalore,aiims Bangalore
28,144,1.0,Fortis Hospital Pune,Fortis Hospital Pune
111,149,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
162,201,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
76,239,1.0,sunrise clinic Pune,Sunrise Clinic Pune
44,183,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
61,213,1.0,fortis hospital Delhi,Fortis Hosp Delhi
289,57,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
42,61,100.0,fortis hospital Delhi,fortis hospital Delhi
35,34,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
126,281,1.0000000000000002,city hospital Pune,City Hosp Pune
153,68,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
134,206,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
42,167,1.0,fortis hospital Delhi,fortis hospital Delhi
94,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
109,68,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
12,190,1.0,Fortis Hosp Delhi,Fortis Hospital Delhi
273,287,1.0,AIIMS Bangalore,aiims Bangalore
178,185,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
82,120,100.0,apollo hospital Delhi,apollo hospital Delhi
14,13,100.0,Fortis Hospital Pune,Fortis Hosp Pune
205,49,100.0,AIIMS Mumbai,aiims Mumbai
45,202,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
80,260,1.0,apollo hospital Pune,Apollo Hosp Pune
279,5,100.0,sunrise clinic Pune,Sunrise Clinic Pune
0,84,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
192,208,1.0,Apollo Hosp Pune,Apollo Hospital Pune
83,24,100.0,Fortis Hosp Pune,Fortis Hosp Pune
100,54,100.0,aiims Pune,AIIMS Pune
164,297,1.0,fortis hospital Delhi,fortis hospital Delhi
85,261,1.0000000000000002,City Hospital Delhi,city hospital Delhi
84,121,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
47,142,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
0,163,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
83,168,1.0,Fortis Hosp Pune,Fortis Hospital Pune
269,128,100.0,Apollo Hosp Delhi,Apollo Hospital Delhi
167,61,100.0,fortis hospital Delhi,fortis hospital Delhi
34,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
77,67,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
257,6,100.0,Fortis Hosp Pune,fortis hospital Pune
137,165,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
1,251,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
103,62,100.0,AIIMS Delhi,AIIMS Delhi
188,33,100.0,City Hospital Bangalore,city hospital Bangalore
1,67,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
14,24,1.0,Fortis Hospital Pune,Fortis Hosp Pune
1,77,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
129,48,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
18,169,1.0,sunrise clinic Delhi,sunrise clinic Delhi
57,68,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
194,254,1.0,aiims Pune,AIIMS Pune
20,150,1.0000000000000002,City Hospital Pune,City Hosp Pune
150,281,1.0000000000000002,City Hosp Pune,City Hosp Pune
94,35,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
145,87,100.0,city hospital Mumbai,City Hospital Mumbai
44,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
22,245,1.0000000000000002,city hospital Pune,City Hosp Pune
68,184,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
135,218,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
62,98,1.0,AIIMS Delhi,AIIMS Delhi
274,53,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
48,288,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
95,111,100.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
171,33,100.0,City Hospital Bangalore,city hospital Bangalore
242,244,1.0,apollo hospital Pune,Apollo Hospital Pune
109,184,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
65,106,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
242,60,100.0,apollo hospital Pune,apollo hospital Pune
293,50,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
3,16,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
203,249,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
167,42,100.0,fortis hospital Delhi,fortis hospital Delhi
12,57,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
113,61,100.0,Fortis Hospital Delhi,fortis hospital Delhi
54,275,1.0,AIIMS Pune,AIIMS Pune
48,155,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
23,173,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
50,293,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
233,280,1.0,sunrise clinic Pune,Sunrise Clinic Pune
144,270,1.0,Fortis Hospital Pune,Fortis Hospital Pune
270,13,100.0,Fortis Hospital Pune,Fortis Hosp Pune
40,19,100.0,aiims Pune,AIIMS Pune
31,288,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
215,297,1.0,fortis hospital Delhi,fortis hospital Delhi
123,143,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
186,89,100.0,fortis hospital Bangalore,Fortis Hospital Bangalore
190,215,1.0,Fortis Hospital Delhi,fortis hospital Delhi
113,12,100.0,Fortis Hospital Delhi,Fortis Hosp Delhi
197,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
51,54,100.0,AIIMS Pune,AIIMS Pune
70,75,100.0,aiims Delhi,AIIMS Delhi
152,58,100.0,aiims Bangalore,AIIMS Bangalore
292,17,100.0,apollo hospital Delhi,Apollo Hosp Delhi
176,221,1.0,aiims Pune,AIIMS Pune
122,187,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
192,260,1.0,Apollo Hosp Pune,Apollo Hosp Pune
8,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
129,30,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
149,89,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
26,266,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
89,178,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
112,29,100.0,aiims Mumbai,AIIMS Mumbai
74,71,100.0,AIIMS Bangalore,AIIMS Bangalore
109,215,1.0,Fortis Hospital Delhi,fortis hospital Delhi
99,125,1.0,sunrise clinic Pune,sunrise clinic Pune
71,58,100.0,AIIMS Bangalore,AIIMS Bangalore
129,165,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
113,42,100.0,Fortis Hospital Delhi,fortis hospital Delhi
132,194,1.0,aiims Pune,aiims Pune
104,183,1.0,sunrise clinic Pune,Sunrise Clinic Pune
51,56,1.0,AIIMS Pune,AIIMS Pune
95,268,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
180,49,100.0,AIIMS Mumbai,aiims Mumbai
7,165,1.0,apollo hospital Mumbai,apollo hospital Mumbai
35,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
169,224,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
36,108,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
91,286,1.0,Fortis Hosp Delhi,Fortis Hosp Delhi
15,18,1.0,Sunrise Clinic Delhi,sunrise clinic Delhi
88,39,100.0,City Hospital Bangalore,City Hospital Bangalore
143,189,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
41,32,100.0,AIIMS Mumbai,AIIMS Mumbai
123,230,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
45,235,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
269,82,100.0,Apollo Hosp Delhi,apollo hospital Delhi
237,282,1.0,city hospital Mumbai,City Hospital Mumbai
191,10,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
40,51,1.0,aiims Pune,AIIMS Pune
116,1,100.0,apollo hospital Bangalore,Apollo Hosp Bangalore
207,267,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
153,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
85,160,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
90,56,100.0,aiims Pune,AIIMS Pune
29,32,1.0,AIIMS Mumbai,AIIMS Mumbai
56,90,1.0,AIIMS Pune,aiims Pune
136,185,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
55,290,1.0,Fortis Hosp Mumbai,fortis hospital Mumbai
80,244,1.0,apollo hospital Pune,Apollo Hospital Pune
296,19,100.0,AIIMS Pune,AIIMS Pune
149,111,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
115,145,1.0,city hospital Mumbai,city hospital Mumbai
277,14,100.0,Fortis Hosp Pune,Fortis Hospital Pune
286,297,1.0,Fortis Hosp Delhi,fortis hospital Delhi
88,202,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
133,216,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
184,12,100.0,Fortis Hosp Delhi,Fortis Hosp Delhi
238,265,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
205,112,100.0,AIIMS Mumbai,aiims Mumbai
252,281,1.0000000000000002,City Hosp Pune,City Hosp Pune
6,24,100.0,fortis hospital Pune,Fortis Hosp Pune
163,0,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
44,197,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
53,81,100.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
122,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
226,293,1.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
22,150,1.0000000000000002,city hospital Pune,City Hosp Pune
59,127,1.0,AIIMS Pune,AIIMS Pune
4,24,100.0,Fortis Hosp Pune,Fortis Hosp Pune
62,75,100.0,AIIMS Delhi,AIIMS Delhi
84,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
100,223,1.0,aiims Pune,AIIMS Pune
287,46,100.0,aiims Bangalore,AIIMS Bangalore
294,45,100.0,City Hospital Bangalore,city hospital Bangalore
114,162,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
225,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
19,194,1.0,AIIMS Pune,aiims Pune
57,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
261,139,100.0,city hospital Delhi,City Hosp Delhi
4,168,1.0,Fortis Hosp Pune,Fortis Hospital Pune
146,193,1.0,AIIMS Bangalore,AIIMS Bangalore
90,221,1.0,aiims Pune,AIIMS Pune
